categories,business_id,name,longitude,latitude,stars
"Restaurants, Nightlife, Pizza, Cocktail Bars, Wraps, Bars, American (New), Sandwiches",ZPwhlE8KXUruDnm85TukKw,Needle Rock Kitchen and Tap,-111.70096540000002,33.7461895,4.0
"Fast Food, Restaurants, Sandwiches",vgOzBujwf-bnvlG03WHBvA,Subway,-111.82391559999999,33.436347999999995,3.0
"Restaurants, Food, Fast Food, Burgers, American (New)",du9_QFb75sxzKnLLQwSkMw,Five Guys,-112.0676247,33.6398926,3.5
"Bars, Nightlife, American (New), Lounges, Restaurants",wOIh5bvOsSv1zcRrX6A8Lw,Avalon,-111.914198,33.4648293,3.5
"Restaurants, Pizza",5Ckj7YURoNqFrsFQTJVVHQ,Hungry Howie's Pizza,-111.752909,33.395321,2.0
"Sports Bars, Nightlife, Bars, Restaurants, American (Traditional)",5Ks4F3IOvSLi0KePlhr-sw,Bogeys Grill,-111.92762150000001,33.362928600000004,4.0
"Caterers, Event Planning & Services, Delis, American (New), Sandwiches, Food Delivery Services, Breakfast & Brunch, Restaurants, Food",lCI3S_Tb16uW3TOk-wMizA,Tommy Pastrami NY Deli,-112.070743,33.448095,4.0
"Restaurants, Buffets",43ddDw5K4a2B9VgQcPn6gQ,J J North's Country Buffet,-111.9269743,33.4626163,2.5
"Bars, Restaurants, American (Traditional), Nightlife, Sports Bars, American (New)",CKoDbOpF_CSyy6_lttqjKg,Twin Peaks,-112.03580500000001,33.508088,3.5
"Breakfast & Brunch, Coffee & Tea, Restaurants, Sandwiches, Food",utIA0LyQmwP-9DRyxUe6qQ,"Snooze, An A.M. Eatery",-112.03703300000001,33.50820395,4.0
"Restaurants, Italian",OPctv7y27uf5cRvChC2sKw,Our Family's Bistro,-112.073625,33.364005999999996,3.0
"Burgers, Fast Food, Restaurants",auB5N35tEmkczfiv915FbQ,Burger King,-111.92630020000001,33.6128218,2.5
"Sandwiches, Caterers, Restaurants, Event Planning & Services, Pizza, Italian, Breakfast & Brunch",h96UFhWMM6k2xGgvmMoszg,Focaccia Fiorentina,-112.074211,33.449711,3.5
"Breakfast & Brunch, Diners, American (Traditional), Restaurants, American (New)",vPmk2RaVKYlvjvEqBr2abA,Denny's,-111.8076172,33.3747317,2.5
"American (Traditional), Breakfast & Brunch, Burgers, Fast Food, American (New), Restaurants",yzjQvTWiinB8pmbCMu8vuQ,IHOP,-112.03561,33.37827239,2.5
"Cocktail Bars, Seafood, Bars, Nightlife, Restaurants, Resorts, Sandwiches, Hotels & Travel",5GperWymycxBC3Khu8gYeQ,Cabana Club,-112.0208803,33.52358459,4.5
"Italian, Salad, Restaurants, Pizza",cXgXRqB40CGHEMKQgxLDTg,Fired Pie,-112.124353,33.666693,4.0
"American (Traditional), Restaurants, Breakfast & Brunch",ZYr2feXiGYTbWyho_1oUiw,Egg N' Joe,-111.92288629999999,33.698096899999996,4.0
"Italian, Restaurants, Pizza",JBrBsKpw0bbXK5nlrXVOYQ,Anzios Italian Restaurant,-112.1203737,33.59864811,4.0
"Restaurants, Mexican",Lhaj-hGoMgw70_vbFW9a9Q,Federico's Mexican Food,-112.42433170000001,33.62365341,2.5
"Sushi Bars, Poke, Food, Restaurants, Hawaiian",u8zsGuyvKObu54KG2AR0Cg,Koi Poke - Gainey Village,-111.9254673,33.567046399999995,5.0
"Salad, Sandwiches, Vegetarian, Food, Wraps, Juice Bars & Smoothies, Restaurants",4f5-QS54R7zEqzKfF4Wfkw,Freshbox McDowell Mountain,-111.86462560000001,33.639052,4.5
"Fast Food, Japanese, Restaurants",HVsQftDkmNsI2GGyy0mjig,Ichi Bowl,-112.10039590000001,33.512726,3.5
"Mexican, Restaurants",JLh_3ID6DaKvmD_2hQ6J-w,Betito's Mexican Restaurant,-111.9090729,33.39189148,4.0
"Food Trucks, Food, Gluten-Free, Vegan, Restaurants",DitTJbjhzFQK8nDOparlQw,Livin' Lite Arizona,-112.2620048,33.52666909,4.0
"Pan Asian, Indian, Asian Fusion, Chinese, Halal, Noodles, Restaurants",k2c7nIIDgY-FD6Yk-I_3Ww,Wok Inter Cuisine,-111.92757150000001,33.318186600000004,4.0
"Mediterranean, Restaurants, Vegan, Vegetarian, Gluten-Free",dmLMOm9mXO-Hd41UxihOqQ,Tsom Vegetarian Flavors,-111.9247139,33.421350800000006,3.5
"Food, Ice Cream & Frozen Yogurt, Fast Food, Breakfast & Brunch, American (Traditional), Restaurants, Diners",G4PqbK9aigbAynfrjs38Tw,Denny's,-111.80493500000001,33.41548213,2.5
"Soul Food, Restaurants, Barbeque",3nEtb-rn9yW0ocC90geMKg,Stacy's Smoke Dem Bones Pit Stop BBQ,-112.045639,33.494997,2.5
"Mexican, Restaurants",si0aURvXxdwP04oJqkr_zA,Juan Jaime's Tacos and Tequila,-111.90435649999999,33.67003272,4.0
"Bakeries, Food, American (Traditional), Restaurants",pcreu_9klIorF3DTguh1Rg,Coco's Family Restaurant,-112.28032160000001,33.5994789,2.0
"Restaurants, Lebanese, Middle Eastern, Greek, Kebab, Mediterranean, Salad, Steakhouses, Sandwiches",t1XAck4oVs41zQ1gtgRGAw,Zoes Kitchen,-111.92507930000001,33.61835452,3.5
"Specialty Food, Ethnic Food, Restaurants, Food, Mediterranean, Greek",futvxFkM42RYxXr8ROogBQ,The Munchies Cafe,-111.9394584,33.42416512,4.0
"Restaurants, Chinese",Mca0HEKs8Xfa4VimLD1uGQ,A A Wok,-112.01211470000001,33.6272318,3.0
"Restaurants, Mexican",V0GryzKJfygQOK-n8Hw5Mw,Taco Mich & Bar,-112.168722,33.55304604,3.5
"Nightlife, American (New), Bars, Restaurants, Lounges",cQNGkOyCvnIqs78vO8SGJQ,Compass Arizona Grill,-112.071886,33.449858,3.5
"Restaurants, Italian, Fast Food, Pasta Shops, Specialty Food, Food",EhnW1FXMZ9XqPjinwhMoYg,Build a Pasta,-112.28614909999999,33.4928558,4.5
"Restaurants, Breakfast & Brunch, Diners, Fast Food, American (New), Waffles, American (Traditional)",Y441_3bKYom62PQWhG_5Gg,Waffle House,-111.7212533,33.4515761,3.0
"Bars, Food, Nightlife, Vegan, Diners, Beer, Wine & Spirits, Restaurants, American (New), Steakhouses, Cafes",htNS19kbvYpQ5FfW0_-f8g,Indigo Crow Restaurant & Bar,-111.9289621,33.8296784,4.0
"Food, Nightlife, Bars, American (New), Mexican, Restaurants, Salad",iYxooDMamdHoVzhSWsL0ow,Carnivore Peri Peri Grill,-112.26941950000001,33.55445571,2.0
"Mexican, Restaurants",kWvBsbALiMDOghpoBh-tAQ,La Parrilla Suiza,-111.9777821,33.6049273,3.5
"Sports Bars, Nightlife, Gastropubs, Burgers, Bars, Restaurants",Bonny62rswQQ6-sC1DpOrA,Bevvy Uptown,-112.0652159,33.51838239999999,4.0
"Chinese, Restaurants",ropJyZdmv6NeDU2Vz1I_Hg,Golden Buddha,-111.98848559999999,33.455448100000005,3.0
"Pizza, Restaurants, Fast Food",hAULuvJWqgH9Wkb4ZhG9cg,Little Caesars Pizza,-112.3925976,33.6090402,2.0
"Food, Acai Bowls, Juice Bars & Smoothies, American (New), Salad, Sandwiches, Restaurants",GlGHp9G9vx0Bg9xZlGexlQ,Phoenix Phresh,-112.18349340000002,33.6120911,4.5
"Italian, Restaurants",fbU7gHEG5A-cFxH33ouQ4A,Mia Francesca,-111.890491,33.6722463,3.0
"Shaved Ice, Korean, Food, Desserts, Restaurants, Coffee & Tea, Shaved Snow",xy6JUuTJ8SEQsIx6wL3OTQ,Snowtime,-111.87539650000001,33.3371747,4.5
"Seafood, Restaurants, Mexican",7gtIWu2o9DMl6urjP0adEQ,Perla Negra Mexican Seafood,-111.8292378,33.4220453,4.5
"Restaurants, Pizza",EUFF1YUvFUtn6MmwVdOy3A,Your Pie,-111.85923400000001,33.378405199999996,4.0
"Bars, American (Traditional), American (New), Nightlife, Restaurants",_ax_jfISiBZ4JSTHrI4xJA,Copper Still Moonshine Grill,-111.7888358,33.303954,4.0
"American (Traditional), Restaurants, Diners",vF7uhHELpV2mDo9VkDNosg,Ollie's Diner,-112.1709463,33.567735799999994,3.5
"Burgers, Fast Food, Restaurants, Food, Ice Cream & Frozen Yogurt",SyburendfbItt5-o9N5eSQ,Culver's,-112.50509270000002,33.465468699999995,4.0
"Seafood, Restaurants, Italian",b3zsV44_SBz5JLwyfiHsRA,Carrabba's Italian Grill,-111.92385719999999,33.63876123,3.5
"Sushi Bars, Restaurants, Izakaya, Japanese",XTYEhwaaO_YjXcOGL_uBIQ,Masa Sushi & Izakaya,-111.85702959999999,33.34913024,4.0
"Nightlife, American (Traditional), Bars, Restaurants, Sports Bars",z42ByZ6dXpW7hkNfJw2HFQ,North Star Lounge & Restaurant,-112.0100999,33.639900899999994,2.5
"Korean, Japanese, Restaurants",25c15dEPrBrWr4tR1r6sTg,Takamatsu,-112.14958829999999,33.567927399999995,4.0
"Restaurants, Burgers, Fast Food",4K6r-ZnfFTJcXbsL1Gg0Zg,Burger King,-112.1542456,33.5386952,2.5
"Restaurants, Imported Food, Food, Mexican, Breakfast & Brunch, Ethnic Food, Specialty Food",9u7knPXVCUOwnsz8sTTT_w,Las 15 Salsas,-112.0835696,33.571699100000004,4.5
"Restaurants, American (New)",y4nwpLXDw6_2WOLhVarViA,TGI Friday's,-111.88852,33.3064678,3.0
"Mexican, Restaurants, Fast Food, Tex-Mex",BNTERBvasuHNDSnUOe1aSw,Taco Bell,-112.2260608,33.63868609,2.0
"Chicken Wings, Restaurants, American (Traditional), American (New), Bars, Burgers, Barbeque, Nightlife, Sports Bars",v1lOO2jjHwhoX2fySoDkVg,Buffalo Wild Wings,-112.3590381,33.63915253,2.5
"Latin American, Restaurants, Nightlife, Bars, Mexican, Tapas/Small Plates, Whiskey Bars, Tacos",a4L-Fy0agN3RNM7O49bIHA,CRUjiente Tacos,-111.9957405,33.5089845,4.5
"Restaurants, Food, Sandwiches, Fast Food",7JYjXxB9tnAeSn6-NNSq8Q,Subway,-112.0740632,33.4469538,2.5
"Music Venues, Arts & Entertainment, Burgers, Nightlife, Hawaiian, Restaurants",ApeTrSttf8f4KUrBVtcKgw,Jimmy Hula's,-111.95716350000001,33.40769791,4.0
"Burgers, Restaurants, Sandwiches, Fish & Chips",jzt7ypU_l5GpL8JnsluKRA,Pirates Fish & Chips,-112.16808999999999,33.48003,5.0
"American (New), American (Traditional), Cafes, Restaurants, Breakfast & Brunch, Sandwiches",#NAME?,Biscuits Cafe,-111.85933700000001,33.274766,3.0
"Restaurants, Mexican",YBUfsCOJ_CS2ww4DErHUEA,Filiberto's Mexican Food,-112.2537711,33.65317155,4.0
"Ice Cream & Frozen Yogurt, Restaurants, Food, Fast Food",qablZKWgueQ4UF_QRT46mA,Dairy Queen,-111.8598905,33.3646526,2.5
Restaurants,w3ynHejR_YBVzJgP6rjb2w,Rockfish Seafood Grill,-111.89766670000002,33.304699400000004,3.0
"Breakfast & Brunch, Restaurants, French, American (Traditional)",6GCbZASjMnAPYBWLc_z30g,Mimi's Cafe,-111.8871027,33.58282973,3.0
"Cafes, Food, Restaurants, Coffee & Tea",aFGRzoMkSdi010_ECpFOhw,Starbucks,-111.97898,33.624561,4.0
"Mexican, Food, Beer, Wine & Spirits, Restaurants",y3otpml08iLWdX5RCrWnbA,Ricardo's Mexican Food,-112.18708649999999,33.6671314,4.0
"Mexican, Restaurants",aVTcYZ1h7QoF_lDdH_RLqg,Juan Jaime's Tacos and Tequila,-111.88598629999998,33.30632341,3.5
"Burgers, Fast Food, Restaurants, Hot Dogs",7A6eDE4E3GzFao8BjeM9yA,Burger King,-112.0640548,33.406412100000004,3.0
"Hot Dogs, Breakfast & Brunch, Restaurants, Tacos, Mexican",mfHlXIM6iFwaXMWlU-0gqg,El Centro Cocina,-112.0717746,33.4485864,4.5
"Sandwiches, Restaurants, Fast Food",fjw5xebe39HCAxChUmR1hg,Subway,-111.6857787,33.46696722,4.0
"Caribbean, Restaurants",#NAME?,Little Jamaica,-112.0472946,33.39329147,2.0
"RV Parks, Hotels & Travel, Venues & Event Spaces, Active Life, Restaurants, Vacation Rentals, Party & Event Planning, Event Planning & Services, Golf",1_5fQbRHciJUinP27yWBww,Pueblo El Mirage RV Resort - Roberts Resorts,-112.320052,33.585570000000004,3.0
"Juice Bars & Smoothies, Desserts, Food, Coffee & Tea, Sandwiches, Restaurants, Tea Rooms, Bubble Tea",vukjcARwa7rWfwD3Z4xTOA,Urban Boba Tea House,-111.92610890000002,33.41730928,4.0
"Salad, Wine Bars, Bars, Nightlife, Italian, Restaurants",gsGxpk5uhy1XvaUSOrWTug,Olive Garden Italian Restaurant,-112.3504692,33.63809218,3.5
"Southern, Restaurants",oT-6H7Tp6ZNbOx9-P5e8xg,Pioneer Restaurant,-112.1429486,33.819540100000005,4.0
"Fast Food, Sandwiches, Restaurants",0XMOCF8omuTYfhkNRz1xMw,Arby's,-112.0708618,33.3773552,3.0
"Burgers, Restaurants, Fast Food, Coffee & Tea, Food",UijRV_R2aU8-V3aAx2ffxQ,McDonald's,-111.9950781,33.30466408,1.0
"American (New), Restaurants, American (Traditional)",UvasBBRFHG90s1UNuPlLPw,Mercer's Restaurant,-112.26853340000001,33.581405200000006,4.0
"Restaurants, Fast Food, Sandwiches",lMvPJEzcPoHdeQLu6_LHKw,Subway,-111.8872827,33.627628200000004,3.0
"Restaurants, Bars, Lounges, Tapas/Small Plates, Modern European, Nightlife, Polish, Cocktail Bars",VBoyqq5lO_H-EJO6MTwIPA,Milk Bar,-112.069608,33.456756,3.5
"Chinese, Restaurants, Buffets",a5--WEPUdH7smreNuqj4aQ,New China Buffet,-111.7902014,33.392574100000004,1.0
"Beauty & Spas, Hotels & Travel, Restaurants, Event Planning & Services, Resorts, Hotels, Day Spas",WibVrVwJAD5gZC3DqAGauQ,Carefree Resort & Conference Center,-111.9091202,33.82247848,3.0
"Sandwiches, Chicken Wings, Restaurants, Pizza",z0vzCyS3qD9fBMbFSJBXJA,Domino's Pizza,-112.3290068,33.60937718,2.0
"Japanese, Restaurants",BzChPcJYsg1guEhyDMgVxg,Osaka Japan,-111.98361090000002,33.60266364,3.5
"Bars, Restaurants, Nightlife, Food, Pubs, Breweries, American (New)",2fsJzlV09zPV12wT037pig,Dave's Electric Brewpub,-111.93526000000001,33.4251549,3.0
"Fast Food, Restaurants, Sandwiches",wxqx3Jxlfo9qTtIQ782fdQ,Subway,-111.95148529999999,33.3772769,2.0
"Breakfast & Brunch, American (Traditional), Restaurants, Public Services & Government, Food, Grocery, Post Offices",oyChBi-c_z_fYeP6aBXgVg,Pinnacle Peak General Store,-111.89272379999998,33.697826299999996,4.0
"Sports Bars, Burgers, Restaurants, Food, Bars, Steakhouses, American (Traditional), Chicken Wings, Nightlife, Fast Food",6rN_wreWNCl3wLNZYZCYOA,Applebee's Grill + Bar,-112.033152,33.3783947,2.5
"Restaurants, Thai, Vegetarian",WBxR9IC6E9-4szNzq7_Y3Q,Lemongrass Thai Cafe,-111.95089840000001,33.4078244,3.5
"Chinese, Asian Fusion, Restaurants, Buffets, Thai",UUtWoDyREiy9MPdtTRFUYQ,George & Son's Asian Cuisine,-112.1243881,33.66673016,4.5
"Pizza, Restaurants",5KAy9aeb4z2hSrPcMg3K0g,Nypd Pizza,-111.9980804,33.4356179,3.0
"Ice Cream & Frozen Yogurt, Burgers, Food, Fast Food, Restaurants",3nWQagi8TsEglIlyg1jIRQ,Culver's,-112.2368043,33.61163036,3.5
"American (Traditional), Diners, Breakfast & Brunch, Restaurants",BiRYJM5VhpHTwACXjiFRwA,Eggs & More,-112.3587575,33.45027931,2.0
Restaurants,_7bPSTUk_FZvomYjawpdhA,Country Cottage,-111.8421862,33.2994159,3.5
"Restaurants, Cafes",K5iFoFNnV0o5GbaSp8d38g,Two Seasons Cafe,-111.69475530000001,33.41555769,4.5
"Restaurants, Mexican",OWMCp8jmbjouogxcKarQFg,Filiberto's Mexican Food,-112.083197,33.4968103,3.0
"Hot Dogs, Restaurants, Food",ViErpcikhbAjsDcpdAfwSQ,Maui Dog,-112.0050862,33.4954475,4.5
"Sandwiches, Restaurants, Fast Food",Py2XfQ6nZCLpdCRSg8EBew,Quiznos,-111.74358970000002,33.301348100000006,2.0
"Nightlife, Sports Bars, Bars, Restaurants, American (Traditional), Chicken Wings",k4qx8DacgRbM9vpVbWc3zA,Hooters,-112.06970020000001,33.4517991,2.5
"Restaurants, Mexican",15mZTt8yz8iH11fZ943FxA,Brennan's,-111.9266277,33.610058200000005,3.5
"Vegetarian, American (New), Salad, Restaurants",m506zjQ67j0msTfANwB6RA,Flower Child,-112.07195300000001,33.50961025,4.5
"Mexican, Restaurants, Tacos",6-VJLO3Phc8uenJaLH54Og,Tacos Calafia,-112.2366745,33.6103842,4.5
"Sandwiches, Salad, Restaurants, Burgers",H3Gg18A23tdWhOtaMeRXFQ,The Habit Burger Grill,-112.1251372,33.514162,4.0
"Barbeque, Restaurants",HMifRnUrqrMoQXKCOXYfPA,Spee-D-Tee's BBQ & Subs,-111.9949239,33.414865500000005,4.0
"Sandwiches, Mediterranean, Vegetarian, Restaurants, Greek",_eKvk2GoGKb3CoYolHgRlg,Fresko A Mediterranean Kitchen,-111.97682179999998,33.347893,4.5
"Salad, Bars, Food, Nightlife, American (New), Juice Bars & Smoothies, Pizza, Restaurants, Cafes",0fV8EXAdtjYRzffr70J9_Q,Franciscan Cafe,-112.2631285,33.73196883,4.0
"Mexican, Fast Food, Restaurants, Tex-Mex",gF_kjG2RU3lKZ7hg6wkVbw,Taco Bell,-111.927434,33.480038,3.5
"Event Planning & Services, Sandwiches, Caterers, Restaurants",71gXwJhn1Mdcdk-W9f98ag,Ingallina's Box Lunch,-112.0472354,33.495463300000004,3.5
"Bars, Restaurants, Sushi Bars, Nightlife, Japanese",RN0PTeMSF_eaeXN6VV7RwA,RA Sushi Bar Restaurant,-111.939826,33.42600099,3.0
"Restaurants, Thai",nPTvNrnvL6IuBbYnGOaDSg,Sala Thai,-112.35980320000002,33.452315000000006,4.0
"Fast Food, Restaurants, Chicken Wings, Chicken Shop, Breakfast & Brunch",IP-wtj3oAlz4uy-foRFEqQ,Church's Chicken,-112.13421909999998,33.3893835,1.0
"Restaurants, Barbeque, Food, Specialty Food",zdaiDiJrAkmsZ-eOxBfCfA,Smokey's BBQ,-111.7153845,33.601490999999996,3.0
"Specialty Food, Mexican, Restaurants, Tacos, Food, Meat Shops",XUEqnfbPzMij660Ur-iTwA,Carniceria La Herradura,-112.2918524,33.49392539,3.0
"Bars, American (New), Nightlife, Lounges, Restaurants",fcAohmQ8G6p9XUWI348gTQ,Fat Cat Restaurant and Lounge,-111.8422821,33.3024823,3.5
Restaurants,MsMe7gI4WZf6DjmQKqNweg,Alfredo's Deli,-112.0846874,33.5710245,4.0
"Restaurants, Italian",pnYsk9eW1FMxqWQWLdDZeA,Mardenelys Ristorante,-111.8261082,33.4349623,4.0
"Restaurants, Sushi Bars, Japanese",HiKmHjKVMK6gPqHwQ9BDYQ,Katana Sushi & Grill,-111.7252741,33.6095727,4.0
"Breakfast & Brunch, Ice Cream & Frozen Yogurt, Restaurants, Food, Burgers",2T66oHiIi1Ql-j5IhwbGjw,Wimpy's Paradise,-111.8422563,33.3029033,4.5
"Home Services, Local Services, Heating & Air Conditioning/HVAC, Restaurant Supplies, Appliances & Repair, Wholesalers, Professional Services",BrRQ4f4u_fIxWrkPImTpKA,Windy City Equipment Service,-111.8318888,33.3472186,3.5
"Italian, Restaurants",vlJsF5tTfplbo1D5kbUPmQ,Aiello's,-112.073765,33.51315,4.0
"Restaurants, Mexican",PgW75NwQUJ1wNOapwZ1bnw,La Victoria Mexican Grill,-111.82871399999999,33.305807,4.0
"Pizza, Restaurants",8F9C5vhDlYphBWELUgLkvQ,Famous Ray's Pizza,-112.111382,33.71127878,3.0
"Delis, Restaurants",j6HrPOSwCo499xbCfP1R0w,Picnic Company Restaurants,-111.9156226,33.4214954,4.5
"Buffets, Restaurants",rZTHH79jW9_QkLUpTwMZhw,King Buffet 2000,-111.9282422,33.4651994,3.5
"Restaurants, Convenience Stores, Sandwiches, Food, Fast Food",EnDm1TQPMrVvq0nAZqeWaA,Subway,-111.8709717,33.3936725,2.0
"Food, Specialty Food, Mexican, Ethnic Food, Restaurants",pYqP8GnTG8oxj4G2cxx7xQ,Qdoba Mexican Grill,-111.8402013,33.3809648,3.0
"Food, Mexican, Bakeries, Desserts, Restaurants, Coffee & Tea, Patisserie/Cake Shop, Cafes, Juice Bars & Smoothies",sVSDmXjrKr-uhhVFes9HCw,Panaderia La Central,-112.3490979,33.4427103,4.5
"Restaurants, Mexican",auDjameQ8PKA2cIwyI5uQA,Filiberto's Mexican Food,-112.09659350000001,33.5383676,2.0
"Bubble Tea, Restaurants, Food, Juice Bars & Smoothies, Breakfast & Brunch, Donuts",ocpUkvTKGS2q_etzVAydaA,Kingdom's Donuts,-111.908902,33.4861089,4.5
"Nightlife, Japanese, Gluten-Free, Restaurants, Bars, Sushi Bars",0xfVubbU3z8O2NcuEYSQNg,Sushi 101 Bar and Grill,-111.92579040000001,33.42230659,3.5
"Food, Seafood, Hawaiian, Poke, Sushi Bars, Restaurants",vA7gCRT0JsgSYy0U8NY0nA,Poke Spot,-111.9231242,33.6762908,4.5
"Restaurants, American (New), Pizza, Nightlife, Bars, Chicken Wings, Sports Bars",Z890syqhhoShqFnIyIu9EA,Native Grill & Wings,-111.91721299999999,33.407082,3.0
"Restaurants, Tacos, Mexican",uDrAoiWRp_PHmb0J2aMiCQ,La Korita Taqueria,-112.13548370000001,33.56749181,3.5
"Burgers, Coffee & Tea, Restaurants, Fast Food, Food",J1gvlBxU7_YqgYDHTQIgbA,McDonald's,-111.93140690000001,33.377786199999996,2.5
"Mexican, Restaurants",rNNVuA-xq1SVEQaLzrK4bw,Eribertos Mexican Food,-112.08299960000001,33.48888705,3.5
"Restaurants, Sandwiches, Seafood, Tacos, Mexican, New Mexican Cuisine",2pWFsnqMlYSPFGUF4Vv38Q,Bibiano's Mexican Restaurant,-112.28917120000001,33.5639552,3.5
"Chinese, Sushi Bars, Asian Fusion, Restaurants",dYU5hXVyPsm7C-T-13I_YQ,Orient Sushi Grill,-111.8213195,33.3494255,4.0
"Restaurants, Fast Food, Coffee & Tea, Burgers, Food",I5Xxk3yWjCJdJb74iWFZzg,McDonald's,-112.1108665,33.48008788,1.0
"Delis, Restaurants",ESfsx53IbXxAfML8sTEe_w,Shop Kwik Deli,-111.7873346,33.4214174,5.0
"Event Planning & Services, Restaurants, Mexican, Caterers",8ysapimCImBSDKl28qIrjA,Carolina's Mexican Food Peoria,-112.2536933,33.5813146,3.5
"Restaurants, American (Traditional), Bars, Pizza, Nightlife",edAsnlS8eKoPKe5bDVfIZQ,99 Pub and Grill,-112.33841869999999,33.44948313,3.5
Restaurants,a8j5mR_0voS8lSMnkVF5-w,Jack-In-the Box Drive Thru,-111.84103870000001,33.3053941,3.0
"Coffee & Tea, Restaurants, Food",NdXVQ6-36v68UnwtLPjx7Q,Starbucks,-112.35564699999999,33.462191,3.5
"Restaurants, Mexican, Fast Food",RzTnVmiDPChwkPnQAIGUUw,El Pollo Loco,-112.0709013,33.5674142,3.0
"American (Traditional), Food, Food Trucks, Restaurants",qcA3kc_oJwc7suTl0i6atw,Fire and Foraged,-111.84493459999999,33.4329528,4.5
"Pizza, Italian, Restaurants",TPvVGmT4AY1mloktV-2Dpw,La Famiglia,-111.87439690000001,33.36369023,4.0
"Restaurants, Fast Food",lwPLBi3U3HKC0fpXSkyUwQ,Jack in the Box,-112.1050798,33.7123449,2.5
"Nightlife, Restaurants, Bars, Seafood, Mediterranean, Italian, Wine Bars",OZqAZkjhV_nyHsbnKaD1WQ,Christo's Ristorante,-112.064704,33.529845,4.0
"Food Delivery Services, Indian, Food, Restaurants, Thai",mxtMK3cHhtvYGcI1nozpWA,Delivery Dine,-112.04668219999999,33.540363899999996,3.0
"Sports Bars, Bars, Nightlife, Restaurants, Irish",jz4lgoy76EUsLvhcFYgHAw,Temple Bar Sports Grill,-111.86202050000001,33.6416695,3.5
"Food, Burgers, Restaurants",pRVZcwZ-6uhfqRjZyTdCqg,Lenny's Burger,-111.80438329999998,33.391763,3.5
"Food, Pretzels, Coffee & Tea, Bakeries, Restaurants, Desserts",4jWZByIPL_S-UFczMuD3yw,Sweetest Season Bakery & Cafe,-111.90524599999999,33.415089,5.0
"Chinese, Restaurants",o3Wj6ohtPnvOJ9l0d_FT9A,Golden Star Chinese Food Restaurant,-112.2758645,33.639636700000004,2.5
"Event Planning & Services, Cooking Schools, Specialty Schools, Coffee & Tea, Cafes, Caterers, Sandwiches, Breakfast & Brunch, Restaurants, Education, Food, Bakeries",tt9Jy2HBhkKpEG3KxFX0fQ,Benedict's,-111.96063600000001,33.640001,4.0
"Food, Coffee & Tea, Breakfast & Brunch, Restaurants, Coffee Roasteries, Sandwiches",NxjUiGBNgyDErKXnmQ3s3w,Cartel Coffee Lab,-111.9429803,33.42141261,4.0
"Food, Poke, Salad, Restaurants, Sushi Bars",5R7dT5TPfNsOMenkbHiYbQ,Pokitrition - Sushi Burritos & Poke,-112.047025,33.5076655,4.5
"Sandwiches, Restaurants, Pizza, Chicken Wings",K0Odlnc5zKdDPwHwvQvEAA,Domino's Pizza,-112.1335903,33.5804581,2.5
"American (New), Restaurants",67uv5149jmJTYt14pm6IcQ,Sonoma Casual Dining,-112.3510497,33.4498373,2.5
"Restaurants, Salvadoran, Latin American",X4umyF5BPas6qgMXm2XKmA,Glady's Restaurante Salvadoreño,-111.83936940000001,33.388363899999995,4.5
"Burgers, American (Traditional), Nightlife, Restaurants, Sports Bars, Bars",dQ8kST_dfWcZVcLlIk7yRA,Kimmyz Tatum Point,-111.9823835,33.640060399999996,4.0
"Chicken Wings, Restaurants",mFTSdfJOv4X5t8LeeY4nJw,Wingstop,-112.1847821,33.609374700000004,3.0
"Restaurants, Mexican",zy6Hzao6lTmuJMZo4BemIg,Filiberto's Mexican Food,-112.17233279999999,33.37790298,1.0
"Music Venues, Restaurants, Nightlife, Bars, Lounges, Arts & Entertainment, American (New)",ohDvHtWVpCJ_6b1UrjGRPg,The Lounge,-112.06557600000001,33.5763074,4.5
"Fast Food, Restaurants, Sandwiches",FTJnAmU9XKJFAYsBjvYAJQ,Arby's,-111.70922040000002,33.5689982,3.0
"Restaurants, Mexican, Seafood, Desserts, Food",GF-Xv-NyAXh-xCC-PJq6Ng,Mariscos Chihuahua,-112.1537886,33.494700699999996,4.5
"Burgers, Hot Dogs, Restaurants",2YZTrnj6XdSUz51KT7yo9A,La Pasadita Hot Dogs,-112.23695459999999,33.4939412,4.0
"Bars, Seafood, Nightlife, Steakhouses, Restaurants",sQV-yfhFjeRWnHw66n8qrQ,The Keg Steakhouse + Bar,-111.8964962,33.3052029,4.0
"Restaurants, Pizza",3S1MilqTzANgLlJj1oQw2Q,Gusto's Pizza,-111.8660527,33.4221397,3.5
"Cafes, Restaurants",IgXg0S7UlTY1SXPED_WCRQ,Canyon Cafe,-112.1164687,33.634930499999996,3.5
"Asian Fusion, Sushi Bars, Restaurants, Japanese",hRL_qCrcu9UL773su0QabQ,Kabuki Japanese Restaurant,-111.90560590000001,33.43294114,3.5
"Pizza, Restaurants",qBRlDFifJORikBqTWkt5DA,Red Brick Pizza,-111.7889754,33.2817211,4.0
"Bars, Venues & Event Spaces, Event Planning & Services, Party & Event Planning, Nightlife, Restaurants, Italian, Wine Bars",O6rGW7A7l_125-xzTZkRLQ,Sassi,-111.855946,33.725968,4.0
"Mexican, Restaurants",i3tQsfpdKoXttqp4CFLA-Q,Filiberto's Mexican Food,-112.04731100000001,33.4653972,2.0
