,Unnamed: 0,business_id,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
35785,35785,lx_HJMFpKEZW-e9_-LyuQg,11,12,16,16,7,25,10
35786,35786,lxkscVZ3csfQOkXWS-XSeA,1,12,14,27,24,51,13
35787,35787,lxnFV9BR7bhN_nsYDaAtcg,16,2,18,6,9,0,5
35788,35788,lxpC4NMmrZwTj8q1KsV9gA,15,9,5,2,1,6,14
35789,35789,lxs86mjPtT4DEfDx1ifnxQ,3,3,0,4,5,4,0
35790,35790,lxsktOIE7NQprkQd-RYExw,35,29,24,35,30,29,24
35791,35791,lxvQjZkuTfNykP4IV-5yOg,0,1,3,1,5,0,1
35792,35792,lxwlh8yE7A2Near0pw4Yrg,0,1,0,0,1,0,0
35793,35793,ly-CVxfMnyODPCglFG2MCw,0,3,4,6,8,2,1
35794,35794,lyD0bb7YgUlZXfvKTIIP1A,1,0,0,0,0,3,1
35795,35795,lyFktc4fC8SzZNIQg2KNOw,0,0,1,0,0,0,0
35796,35796,lyT7-grqNhAvll39V7kzag,74,94,104,97,64,5,0
35797,35797,lyTIuSgPdyRMx3l7xPzl3A,3,3,2,0,2,4,9
35798,35798,lyZJatVNhTjfpJ0-MYcRiA,2,0,3,4,1,7,11
35799,35799,lyiIwDxQ8NdjxMk9hluU6w,9,11,12,10,10,10,7
35800,35800,lyiJ-2WZE44v7pVNqo6rGw,2,1,1,3,2,3,4
35801,35801,lyzrJAx85KdCQzZq8LSPMA,30,40,58,60,46,38,42
35802,35802,lz3k2pN8mYWU-Th-urf-OQ,0,1,0,1,0,1,0
35803,35803,lzFenUt5Ua_geDmR7jAO7w,3,3,2,1,2,4,3
35804,35804,lzGeyctmJWzetpDWFhE86Q,1,2,1,0,1,0,0
35805,35805,lzJFXXdp0-cpt3NHaJe3uQ,0,1,0,0,0,0,1
35806,35806,lzLNIWu2Cj88u2QkGH4i3A,2,2,5,0,5,0,0
35807,35807,lzM0dDGHL6thulYkuaI_lw,13,23,20,12,6,11,12
35808,35808,lzOQPSWzmq0xu7p8xxKveA,12,23,17,15,12,25,23
35809,35809,lzQlu8_9-ovLtepZCCZinw,5,4,3,4,9,4,2
35810,35810,lzTjxt31PKm-FlSFuVnZSg,0,0,2,3,1,0,0
35811,35811,lzevb6LMAterU4jRN_bzpw,0,0,0,1,0,0,0
35812,35812,lzewVOSlVKNSKe15c-riFQ,22,16,22,22,20,1,0
35813,35813,m-1mVR_CRbdOB94fQcRBZQ,0,1,0,0,0,0,0
35814,35814,m-2IuWscr1JgfPf4q-WBZQ,0,1,0,0,0,0,0
35815,35815,m-9szrj48FkP-I6pummd7w,5,1,2,4,0,6,5
35816,35816,m-KkjBgtiRhtXA10_jwh2Q,12,9,16,9,17,16,11
35817,35817,m-VkLfwvmEZWmpeybI75WA,0,1,2,3,3,17,14
35818,35818,m-_9gf5zIRZzcVrl4HqfTw,1,2,1,1,2,1,0
35819,35819,m-_PDAAKPvCC6ksJ8J82Yg,1,2,3,0,0,3,0
35820,35820,m-dhoSt3TrHh2N5yPzYnsg,4,5,16,13,4,8,44
35821,35821,m-jpIplBjX4vcVgh23pJuA,0,0,1,1,0,1,0
35822,35822,m-qMtYXekYxnBb_b5xYZIw,0,1,0,0,0,0,0
35823,35823,m033cgabLMDyB6r-5RGQPg,31,34,28,31,36,42,34
35824,35824,m06OZRFTaKKi6U0omfLq4g,1,1,1,3,6,2,0
35825,35825,m06teU5IUF_i28QkoOwP3Q,0,2,0,0,0,0,0
35826,35826,m0BDlrbldVNrcUl-CyslTg,0,1,0,0,0,2,3
35827,35827,m0LngRWQ9wNhYL4gqp4H9A,0,0,0,1,0,0,0
35828,35828,m0R79tFp6sC0MBF52cSLRw,0,1,0,0,1,2,0
35829,35829,m0pO1k_7q-p3ETsvyRfquQ,0,0,0,0,1,0,0
35830,35830,m0yA_-AOt69sna770mWPGw,10,7,4,9,12,11,18
35831,35831,m11SrxIn_OF2UI5YTCiEIg,0,0,1,0,9,0,1
35832,35832,m14ITD1k6VkeggSu73CD8w,39,42,38,59,60,89,90
35833,35833,m153LwE96s1dVBnG-MHVHA,2,0,3,1,0,0,2
35834,35834,m1Arqxfo66oyOqPrLTSYzw,0,0,0,0,0,1,0
35835,35835,m1BRMnrel42nz_qIPSBO9w,54,73,77,88,136,196,184
35836,35836,m1CRJhBcnrtY8Gu5yHP9Kg,7,12,9,9,15,15,3
35837,35837,m1CuUKcG3pVNEi_dZd0Obg,0,0,0,1,0,0,0
35838,35838,m1DJEWNYV4KKzXl5RMhqOQ,64,75,75,80,99,164,104
35839,35839,m1HVxuwHLr2ML0kWbVeh8Q,1,0,1,0,1,0,0
35840,35840,m1LOUjVzAAoCS61BTL5i5g,230,182,177,162,353,310,326
35841,35841,m1LXLAUVj23mrS8CX0vd0w,0,1,0,0,0,0,0
35842,35842,m1M-BpnwYDGjAtAAGi2wtA,1,1,0,0,0,1,1
35843,35843,m1Mk8bYVgKOX_KPGccU6Sw,0,1,1,0,1,1,0
35844,35844,m1Y47fK3vWCJXV3TdCn_Xw,265,237,296,252,272,357,360
35845,35845,m1kkkR41zP9gW13eh6ga5A,2,7,7,19,8,6,5
35846,35846,m1m2GeeBCCCRfhPeOkSKTQ,3,9,6,5,5,6,6
35847,35847,m1n663X32M6FfFCPsUtQCg,13,35,37,33,23,21,13
35848,35848,m2EEigEopzAPQfXYvRwHlw,4,1,1,1,3,3,0
35849,35849,m2HmeVHni0k1QyGXrGuaDA,4,0,3,1,1,6,0
35850,35850,m2P-STWSfCN0IYcYYAOnYw,17,19,19,24,21,30,27
35851,35851,m2QBL72BBNESG-h0Ytje1w,0,0,4,1,2,2,0
35852,35852,m2RALQ9zSVwlEMSXCAD9sA,0,0,1,0,0,0,0
35853,35853,m2XTPegLMLCS0wVW6Hpk2g,2,9,8,9,9,11,0
35854,35854,m2ZCGkwo_Q6B-Tj34zHT2w,2,4,3,3,2,0,0
35855,35855,m2htf8E61bJ2gZYGOG4PJg,0,1,0,1,1,0,1
35856,35856,m2qv-mG--aQ-bh7iNl1vgg,0,0,0,1,1,1,0
35857,35857,m2vXR0HUtqAGcbErdktMxw,4,2,3,1,0,0,1
35858,35858,m2zASwlOL2vecCKHfmGAnQ,83,119,128,103,109,168,341
35859,35859,m2zYiWqd300z0zhAcj9Mow,3,3,5,6,6,4,1
35860,35860,m3-75UjhDHqoJpmb59NvPg,1,1,2,0,3,3,0
35861,35861,m3-qlhxnE2SS9yFm_y25TA,0,0,0,0,1,0,0
35862,35862,m30RFgmDe1r6lBl3Xu2AnA,0,0,1,0,0,0,0
35863,35863,m31M1Na4a0Kzzq_hwR-8ew,1,0,0,0,0,2,1
35864,35864,m39j-tzsXQi2jqre6Og6sQ,2,2,0,0,3,1,0
35865,35865,m3D1uuqZjQLWOG8CVIpRwQ,2,2,1,1,0,1,1
35866,35866,m3ENrv6bKW8h44bMyBAOOQ,12,13,13,17,17,16,8
35867,35867,m3JgnqP09f3SScHTIoTkhw,0,0,1,1,0,1,0
35868,35868,m3Tatgcyw8dUzts0wqpKMg,0,0,0,0,0,5,0
35869,35869,m3a4V9ncbaqF63ynTvtM9A,27,52,25,24,23,24,26
35870,35870,m3fQW3R976_3vUsK3oKKgQ,0,2,1,1,0,0,0
35871,35871,m3kGKtfu-kxmR-cmO6ONmg,1,0,0,0,1,1,0
35872,35872,m3lGOLNf9d2B6dM3EGcNnA,1,1,2,1,3,5,1
35873,35873,m3tNor-GTl-aAST5AmEqYA,34,24,17,27,31,30,27
35874,35874,m3taaBl26JJIpZq4hguRWQ,11,12,18,10,11,19,0
35875,35875,m42E4F24DMzaJJ7d5_qr6g,3,2,2,1,4,2,2
35876,35876,m45sH6c22jlIS-a3ZjckwQ,68,56,66,69,106,108,134
35877,35877,m4ChE8qIWjOSMBQO-kxLxw,0,2,0,0,0,0,0
35878,35878,m4K-P2UEnUTBSv1ruwPO9g,49,88,79,61,83,52,23
35879,35879,m4UwyVCEAx0cyW9AOd1pmw,2,3,2,5,4,14,11
35880,35880,m4_qthbDlYptibVQ1SCvNA,20,22,26,21,32,26,31
35881,35881,m4eQ0TgOHy1nP2bVywFnGA,1,1,0,2,4,4,3
35882,35882,m4gdE2xKN9pRiPXmFbp-vg,0,0,1,0,0,0,0
35883,35883,m4lncWtifTQkXub5jUdNzQ,38,39,44,44,55,50,49
35884,35884,m4pZSpO8v84IlsGjqHXBaQ,1,1,0,0,2,0,0
35885,35885,m4v8PlRNhKZnhV__MCV16Q,6,5,4,1,2,0,0
35886,35886,m4yD7dvz998cXM51GbRL_Q,31,36,42,31,38,68,69
35887,35887,m506zjQ67j0msTfANwB6RA,108,103,112,133,115,165,159
35888,35888,m52TY3b0Y4yG8orGMpU11A,1,0,0,0,0,0,0
35889,35889,m53H5vGsCqUfUXRDVxeHug,0,0,0,1,0,4,1
35890,35890,m5EeBTk2SkFHvF6J7VEQig,0,0,0,0,1,0,4
35891,35891,m5R3O4h436jfqYBdvjt2CA,3,5,7,2,5,4,4
35892,35892,m5TzV0FeZ_kHKvezge1zTQ,43,41,27,19,20,21,7
35893,35893,m5cyY7o-k8t1Nlrb7z4xfg,2,2,1,0,2,3,0
35894,35894,m5sGdODCWYVu-bjvqG_OOA,3,0,3,1,1,1,3
35895,35895,m5sKull4qJSo6Gvnt78lvw,1,1,3,3,1,2,0
35896,35896,m5tGh01vfv-XHsf27Np19A,11,3,2,2,7,3,14
35897,35897,m5uStfnjS2YP6HA4NUj_SA,17,21,31,25,35,2,7
35898,35898,m62h9Zo78l_LmbYuOIGfzQ,5,7,9,7,13,16,10
35899,35899,m63NTcEP4p43ZvXnmPuNjA,7,4,7,8,15,14,14
35900,35900,m6A705OsJS9iLTY9osAYeg,1,3,4,1,4,8,1
35901,35901,m6BloNsLFBSPlQ_lMcIX8Q,2,0,1,0,1,2,0
35902,35902,m6E9QmEyB-X-uTx2IfPG_Q,0,1,0,0,2,1,0
35903,35903,m6GdDZrrbj8224RYMCTqLA,1,1,1,0,0,0,0
35904,35904,m6NqXv33v6d0r5YUx_RYJA,6,1,1,6,4,0,0
35905,35905,m6OM58i3FgjFy7JUXJvYXg,0,0,0,1,0,0,0
35906,35906,m6PIHmB4lWKmZz4oMGV_uw,121,77,77,63,64,225,337
35907,35907,m6QJV0M7xmEJmHvFt_X03g,0,0,1,0,0,0,0
35908,35908,m6SPB2bg_IwwyPYwgpjPhQ,1,2,1,3,2,1,1
35909,35909,m6XI2DDUqsg9blBD1IAnNA,1,1,1,5,1,2,1
35910,35910,m6moMRJtNfYg_01mmrE_sQ,3,7,2,6,3,7,5
35911,35911,m6rffQy85HUq82DjLq-YJg,56,61,53,46,47,96,79
35912,35912,m6zhRyiWQyAijpEMtAQyOQ,8,6,10,10,13,13,12
35913,35913,m7GJTAWj3AU4Z2WhZp5Pxw,1,2,0,1,1,2,2
35914,35914,m7JOJiAh8IyjAwILp6W9Mw,1,1,0,0,0,0,0
35915,35915,m7Pr86BWoqbSsLo4e0TERw,37,41,38,42,54,94,78
35916,35916,m7WMc7YSxIEpvOPkFkMqCw,6,5,5,8,13,16,7
35917,35917,m7m1usNi2z37ikprpE75vw,9,8,4,8,6,5,9
35918,35918,m7m5o89AWYqEsmzMzvdRMQ,7,3,12,1,6,11,9
35919,35919,m7wW9RLpxTfo89fVo39apQ,1,0,2,2,0,0,1
35920,35920,m8Cbph-0tlMaYyXDwvKc3A,78,68,63,80,95,144,140
35921,35921,m8DYlgXxE2DY1CDQd9ZhYQ,0,1,2,2,1,8,6
35922,35922,m8I-B5memDYXnwy7JRURpw,6,0,7,6,5,0,1
35923,35923,m8VTIo91fU365Pt9GVB6AQ,0,1,1,0,1,1,5
35924,35924,m8dAdv-T4p_8FVLeRC_gSA,9,3,3,6,2,6,6
35925,35925,m8qJtl3l6QXJMnNxN6LQRQ,1,0,1,0,1,4,2
35926,35926,m8vlPOwvw__LsX1KfD56IA,73,59,86,90,138,208,158
35927,35927,m8x6u3iTQJGRjKz4ZgW1nQ,12,9,7,12,18,26,36
35928,35928,m8yyEHbOzaNsa8sTCNHxiQ,5,4,1,2,3,11,11
35929,35929,m94YaJOa2UgM9BLTtDvuJg,5,9,6,5,3,6,10
35930,35930,m94w-ghbtDYcbEQ2A7LKyw,1,2,4,1,1,2,0
35931,35931,m9E-YgQxAeMK_jzTxqY_Aw,210,179,179,203,220,364,347
35932,35932,m9FsIb7t_0gx-GVRThAwUw,1,2,2,3,2,4,0
35933,35933,m9JHoIzBBoOQ8utclH5i5A,2,2,3,0,6,1,3
35934,35934,m9K1IO9OjzoSApYqQ8uaxw,0,8,0,4,5,10,12
35935,35935,m9PjH4Eckk3qZiZiCXpr6A,10,12,21,9,16,14,11
35936,35936,m9aFZk1f8tSv248YErbpQA,10,52,31,37,59,199,213
35937,35937,m9ehWBNx0Emt7fxXK5DrSQ,8,7,5,5,13,16,17
35938,35938,m9iqRUgclcsQs-z8c2FTeA,12,20,19,32,35,37,3
35939,35939,m9jcuYHaZw_6oCDGFG7_3g,5,10,9,15,7,13,5
35940,35940,m9n20UbuKvV6mLLMNhU8lg,54,46,61,58,60,132,132
35941,35941,mA27CG2U3ytmkxIGVnk0jQ,0,0,1,3,3,1,0
35942,35942,mA2MDLYoCNFik25bhSbt8Q,3,1,1,4,2,0,0
35943,35943,mAWX6_WCARDKJQsNCocc4A,0,1,1,0,0,0,0
35944,35944,mAXiPtvu80tMweQlcIDy6Q,4,2,3,1,5,5,2
35945,35945,mAbEVMBUknGeW2vvk6ScJg,4,1,0,1,0,0,1
35946,35946,mAgSQVgeX38q3OY-TLB55A,2,10,5,13,2,1,0
35947,35947,mAk0iuH274m0-aJlZBtZhg,0,0,1,0,0,0,0
35948,35948,mAryfEwdr7Lby2CzmLFbow,60,35,38,34,46,76,96
35949,35949,mB1qlqjzNMmZtsOuTKNMBg,13,14,6,2,10,12,21
35950,35950,mB1tW7Gm5Fd1UwEVbU5e7w,1,10,4,2,3,0,0
35951,35951,mB4sixJJo5hSIuZEWILdXw,1,2,0,0,0,2,0
35952,35952,mBBXeWJBHptS51Jc0ao8yQ,0,1,0,0,1,2,1
35953,35953,mBFGYVLh588BrvfmGsOhrA,22,21,20,24,25,26,35
35954,35954,mBYvnXYKdttq2ovVAf3uTQ,0,2,0,0,2,0,1
35955,35955,mBbznqtdyKLvYOK8ABRCQw,0,2,4,2,1,5,3
35956,35956,mBcB2OafD_vovPZLPbTE6g,3,1,0,0,1,1,1
35957,35957,mBdm6in8L0UvtAN-Gv7dcg,70,46,50,53,62,106,91
35958,35958,mBeZ3dQzUPV60Oa26k3qHw,200,70,70,85,132,355,362
35959,35959,mBsUR3uAgijnn582m5TOTQ,8,9,0,0,8,17,13
35960,35960,mBv7IBHPXA42S6Q5UBkeyw,1,4,2,3,4,4,4
35961,35961,mByH86yjJBNJ9mgJzwofzA,0,0,0,0,0,1,0
35962,35962,mBzL2_AKRD5TFQwMA6Itdg,23,12,16,16,29,90,82
35963,35963,mCEE4v0wk8uJ3ZCUQ1M8sg,11,19,10,11,13,12,3
35964,35964,mCF0DIZSndctgTwJCfIvuQ,2,1,0,2,0,10,8
35965,35965,mCNj-xZ3ciDsmr8Up0ZkHA,19,11,7,14,7,0,0
35966,35966,mCRKG3CDFkflB3eSk7pvuw,0,0,0,0,0,1,0
35967,35967,mCip66eXyVLWaSi7huW22g,0,0,0,0,0,1,0
35968,35968,mCmUS-h_zGp6beIZV4T3WQ,0,0,0,0,1,0,1
35969,35969,mD-YvRPnIt0PX25dkqjNEA,4,1,3,4,4,7,5
35970,35970,mDNh9K4eOIfjiZb1DlV88A,8,4,4,10,9,22,15
35971,35971,mDcjRGoR3bZSapwWOlsEtA,0,0,0,1,0,0,0
35972,35972,mDeScLd6ZJjsKcEAQP0I_g,2,8,17,5,1,6,1
35973,35973,mDiFWhywAziq9SKnj6am_Q,41,4,34,37,48,92,82
35974,35974,mDsVUsWPNqMX6GKpXE1lxQ,1,2,1,3,0,5,0
35975,35975,mE11tpLr_UuHBN3yeoWzXw,0,0,0,1,1,1,1
35976,35976,mEB-WBfhFzjuPn5wjj2PRg,0,1,6,5,9,15,3
35977,35977,mEFYW1435KepKLSBcpXkjA,5,7,4,3,7,6,12
35978,35978,mEHmifSad9pJ69sE3QdH7g,0,0,1,1,0,1,0
35979,35979,mEMqVHMBQF-e4MjnuJwgpQ,8,3,9,10,4,27,19
35980,35980,mEQayLfjv9uT1uDh6qTYOA,1,0,1,0,0,0,0
35981,35981,mETWKNqPMLyJLZv6ViCtcg,0,0,1,0,1,1,0
35982,35982,mETlApd8zk-aIeLqjGSaIw,0,2,1,0,0,2,1
35983,35983,mEUrF5dpfvRnCSS2pUdP6A,4,4,4,4,4,3,5
35984,35984,mEcJN4R5G2oyY40KNse8pA,7,5,5,4,9,11,10
35985,35985,mEeFkMoU1oxxRmEMZcv22g,1,3,0,2,2,2,1
35986,35986,mEgq3IZDlh2eIOWkf91fMw,2,0,4,4,6,4,0
35987,35987,mEhyYo1Vn-7cyOZ6G4W5OQ,0,0,0,0,1,0,2
35988,35988,mEkrNnwHtDbaPf9VbLxzag,1,2,1,1,1,1,0
35989,35989,mF1RQrKEKR2P6vfdVl0IZA,0,0,0,0,5,4,5
35990,35990,mF3PNUHr9S_l58mWTc37WA,1,0,0,1,0,1,1
35991,35991,mFANQs4NfnhZuvUyMNnWQA,0,1,0,0,0,0,0
35992,35992,mFE7N0p3f_7vcMTUy76ifw,46,26,34,50,44,107,104
35993,35993,mFGUvyJSdSRjIaN94QW_IQ,35,37,60,32,25,56,64
35994,35994,mFTSdfJOv4X5t8LeeY4nJw,13,10,14,13,24,23,32
35995,35995,mFU9j43H8E5DhBEMPjElsA,2,2,1,2,2,0,3
35996,35996,mFWHn-UEuEz4Ffodo5Pk5w,6,7,3,2,0,0,2
35997,35997,mFaW7Ud-4kZNs1mdiOX-Zg,8,3,4,3,4,10,9
35998,35998,mFeonrNcF_i6KTQ2KCVgjQ,17,20,7,4,18,29,27
35999,35999,mFfLrcB8GXNR2KYJC5JX6g,0,0,0,1,0,0,0
36000,36000,mFirTXxoXRloGtrxQLAvbQ,2,3,5,6,5,9,11
36001,36001,mFmmOKdcwFrDqXKaew0ahw,21,17,22,34,38,82,59
36002,36002,mFrkBUEyop52sYWAQhBm5A,7,14,19,28,13,116,95
36003,36003,mFwyz2Jo_df8hfPn65ShFw,1,1,0,1,1,0,1
36004,36004,mG7lFPsHrm3LBGC24oMeKA,0,0,0,0,1,0,0
36005,36005,mGR0UHLc3eX5Q7G3_KQZ3Q,2,1,1,0,1,3,0
36006,36006,mGRUkg7YO1fWpfYCqNcR-g,47,54,82,37,53,46,36
36007,36007,mGWhoDxCaOBlt0i5gNi4yw,0,1,0,1,2,4,2
36008,36008,mGcNhuOzpgc3colTDjI1bw,21,21,19,14,24,26,31
36009,36009,mGgzEpWVNnnpJuv4xrsieA,12,11,10,11,20,22,26
36010,36010,mGn6-WegVcIfGxxkJOHAwQ,1,0,0,0,0,0,0
36011,36011,mGqCYUVnRnrR54Bs8uIysQ,20,11,13,8,19,41,29
36012,36012,mGriYfWJcLJGjkuqr0a5OA,4,10,6,9,7,11,12
36013,36013,mGus2vLdSw8UbHRgqi_bGw,27,26,26,15,20,63,22
36014,36014,mGyWcquYwIDVZkRMdtQnnA,20,23,19,27,22,43,45
36015,36015,mHFNJiekH09q9EEoLLn9OQ,0,0,0,0,0,0,1
36016,36016,mHG3U0PxWRsJpoQU-Di_8Q,7,12,8,4,3,5,5
36017,36017,mHIMBcS1rS77yTW47-77zA,25,18,26,12,25,34,29
36018,36018,mHLTMfXxNcvg6lv0yYsZPA,1,1,0,2,0,2,4
36019,36019,mHNfgTEJtyRzjN0wIk69cw,1,0,2,0,0,0,0
36020,36020,mHPCB-9f8LYA6J1eZ31qAw,0,2,1,5,3,3,2
36021,36021,mHQSN6hYlmVYTED6uAa_2g,50,38,39,34,49,93,129
36022,36022,mHS4c-ifUOXxHMxbLLFhpw,2,0,0,0,1,0,0
36023,36023,mHTBZtXec6wZTBXXeH2oUA,1,1,1,0,0,1,0
36024,36024,mHW6bBqLgvbdHTYcCw6pFA,3,1,7,2,3,10,0
36025,36025,mHYtTrSg1yHpSIsGNzPVdw,0,0,0,0,0,1,0
36026,36026,mHaMwjCUbKQDAvqeKYarBA,0,0,0,0,0,2,0
36027,36027,mHb5PqEb2qETQEPQXVVR-Q,9,11,11,7,20,7,11
36028,36028,mHcfv-cdbx1LtR3n3FoooA,26,19,24,14,19,40,45
36029,36029,mHiwZoqv9X3fUEMrqQk_Gg,154,239,196,203,110,67,32
36030,36030,mHpXp82bOfyFg19K1hagyQ,1,2,0,5,0,0,0
36031,36031,mHsYDiOtULeU54mWZ1V0ug,2,0,1,1,1,0,0
36032,36032,mI2Jx9mjN1xaxBoRmxyfSA,3,1,1,0,4,5,0
36033,36033,mI5UYpuYxjiumMLgANoa9A,28,20,26,31,30,47,35
36034,36034,mIDyqspZH9BwAZh7LMTQmQ,0,0,2,1,1,0,0
36035,36035,mIGyEMgs5w9ZqX6WuV7Dzg,0,0,0,0,1,1,0
36036,36036,mISHdd8n8EWy83FMPo1FKQ,3,5,11,8,12,6,2
36037,36037,mIZRTk10-YmWRVaxhC1hjg,0,0,1,0,0,0,2
36038,36038,mIdAnF5MjGXlu8K51w4QwA,2,0,0,0,0,0,0
36039,36039,mIhaRaFJvTN1rHeALYl5aw,0,0,0,1,0,0,0
36040,36040,mIijafXSv0KeDHgt22_4-g,0,0,1,0,1,0,1
36041,36041,mIlwCZYr8uQH0mHJEhuf4g,8,10,13,12,22,18,5
36042,36042,mImLuJB6Lqq03VNuNABYug,0,0,0,1,0,0,0
36043,36043,mImY1Fi_de1hMuWr0Yqocw,2,1,2,5,6,1,3
36044,36044,mIzAtp4UK0vNut0Tl1TM7Q,0,1,0,2,1,1,0
36045,36045,mJ0CA86roChYwaDkDxFGwg,4,0,0,0,0,1,1
36046,36046,mJ5jG6Pn9g5m0f5c1dMTmw,13,11,14,20,31,14,18
36047,36047,mJ80PsL4mQmRqTrq80p_ig,1,2,4,5,3,5,0
36048,36048,mJBeo-CC0VG6ebDniGfgqw,15,8,9,11,11,29,14
36049,36049,mJFdBXviC-1YRtY51XnS6A,37,64,91,83,93,118,79
36050,36050,mJHdteUXWRDhQx1Q3Li63w,0,3,13,0,6,18,1
36051,36051,mJHoOJH10A-cjtRdQCV6ow,11,15,12,10,31,33,5
36052,36052,mJJ8TSciSt-UXWsq6tfEXg,18,55,51,52,69,70,23
36053,36053,mJOhQeqdLRHNJHcGK5fP1A,0,1,2,2,0,0,0
36054,36054,mJP0mCHo9iMWSI86j5JHPQ,3,0,8,2,10,6,1
36055,36055,mJQHSs8QsA8DpR1uElT_Jw,0,0,0,0,1,0,0
36056,36056,mJYzopHZZEXVJJrsue34aQ,25,10,20,17,19,21,14
36057,36057,mJcWoze8-y3XLSsqZfcyzQ,0,0,0,0,0,1,0
36058,36058,mJfMPKykqQWxr_Q_V5lBfQ,0,0,1,0,1,0,0
36059,36059,mJiYT9fajSKinVzKqo1lkQ,13,34,12,18,21,8,6
36060,36060,mJmOp5KhlshxeGGWDyflNQ,0,0,1,0,1,0,0
36061,36061,mJmSoXKxGS3tWeo6L4Sg5A,4,1,4,6,6,22,17
36062,36062,mJqc71ZLSZcCBX3GN_ABEA,14,61,54,64,35,4,2
36063,36063,mJsE6VxOlQr1tIEY1jrxnw,1,1,1,1,2,10,2
36064,36064,mK19GgwhVQ0YWlUy4ZYGDw,7,5,7,3,7,13,18
36065,36065,mK86KkGCc314E8pxECc2Fg,0,0,4,1,1,0,0
36066,36066,mKMOdDrIL_aooG8JFlK0qw,0,0,0,2,0,2,0
36067,36067,mKMwmtnk7PRUDa2L21_Hig,0,1,0,0,0,0,0
36068,36068,mKRKhFuJX4nhJykUvZO8hQ,15,5,12,3,5,14,8
36069,36069,mKRTjKafZCKAk9GnkttleQ,1,0,0,0,0,2,0
36070,36070,mKf7pIkOYpEhJTqjw4_Fxg,5,9,12,10,5,15,13
36071,36071,mKgCTo438WoENDcLQunhTw,0,0,0,1,0,0,0
36072,36072,mKmmHENEmK2pVi-4H67mIw,10,12,9,9,11,8,11
36073,36073,mKybTX2TTB_f_q9gj0s85Q,41,46,47,38,37,38,29
36074,36074,mL2k_EoWa4TuFgjPvYVPpg,0,0,1,1,1,0,0
36075,36075,mLDM4ZtmJt1p0WGDjvWRAA,1,0,0,0,0,0,0
36076,36076,mLGSvpAIPe0AOzHs4FoCmg,1,0,0,0,0,0,0
36077,36077,mLGg83gMl4hPw4jJJyqDlQ,0,1,0,2,0,1,1
36078,36078,mLOKzgfwDGVMywu7l4wl-A,0,0,0,1,0,0,0
36079,36079,mLQ3lT3w4spDuI6AYf6HmQ,1,1,0,0,2,0,0
36080,36080,mLQejlJzKHRB7bGR8pV9Gw,2,6,2,4,1,0,0
36081,36081,mLST2mJmvAjA2oeJFG-brQ,1,1,0,0,0,0,0
36082,36082,mLfaE_ybeLP7pTg3PkfzAA,0,0,0,3,0,0,0
36083,36083,mLg4FenOcHpXZnW67QrVxw,0,0,1,0,0,0,0
36084,36084,mLj1xf3Za6PAoEYsddOOOQ,7,7,3,7,8,8,10
36085,36085,mLpj_MZIjq9USpXM7Tp5GQ,2,4,0,1,2,3,0
36086,36086,mLtYfcKV4ty2Zsg9R62WkA,1,0,0,0,0,0,1
36087,36087,mLt_Hq28JGl2tAaodbX8Cg,2,4,12,7,6,14,3
36088,36088,mM9DwhdACBtOLwaluPP4cw,1,0,3,1,1,3,0
36089,36089,mMBByLroiV2QYwGmgYs7EQ,0,0,0,1,1,1,0
36090,36090,mMIZuJ0yrgKFF5g4lsuTgw,0,0,1,0,0,0,0
36091,36091,mMcFTZLHSiTdkuHsr9oRWw,0,2,0,1,2,5,2
36092,36092,mMpkq0O5hX13Mtp0qIXs6w,3,4,10,11,9,19,12
36093,36093,mMuDpf7u5k6qt8iDy3p9sw,20,16,13,11,14,16,20
36094,36094,mN44sZpi7z_EtoIVr4R3mw,0,0,0,1,0,0,0
36095,36095,mN88-7Qjf09azcWI-Dgyrg,2,0,0,0,0,0,0
36096,36096,mN8XOOzu4Tacp916IwPsBA,1,1,0,0,0,0,0
36097,36097,mNBbWGrQAoTNhAZXxt6LJA,2,3,0,3,1,1,0
36098,36098,mNFPkAwHiCDjo9TrcWctZA,7,8,1,6,4,9,9
36099,36099,mNYeejdCNFe90FLZzVGrhA,0,2,0,0,1,1,2
36100,36100,mNf5QltZ73A72bBvZ_OG4g,1,1,4,0,2,1,4
36101,36101,mNjiPLikkFIYW6cpdYKA7A,6,8,10,9,6,12,19
36102,36102,mNpaGTdKjqGV6xnytlr_Nw,87,76,73,88,100,169,154
36103,36103,mNq9jFG5GbEjho-e_uMVPg,2,5,5,4,6,6,1
36104,36104,mO5LQ2W1zwJUZQqsYqVdWw,2,2,6,3,8,6,0
36105,36105,mO6DccuJ3P8J0PtYRstU_g,0,0,0,0,1,1,0
36106,36106,mO9_Luz5OjqFhw2Cr7Vr-A,1,2,0,2,1,1,2
36107,36107,mOECD2v-ukPQ4rWqOwjTUQ,0,0,1,1,2,0,1
36108,36108,mOMC7B9THEZXi6j6hs_zxA,0,0,0,0,1,1,0
36109,36109,mOSF-TjNwXa_EDP1yjZEqw,2,2,2,1,0,0,0
36110,36110,mOZvLuSVG_W9LT5aFTK-Kg,5,12,16,20,16,32,13
36111,36111,mOfmGrhxbzhiAcM-drXCRg,0,0,0,1,0,0,0
36112,36112,mOx37oA5WkcF2Y3csr7cHA,1,4,8,4,5,8,7
36113,36113,mP5qGYKMpy5WWe5BVN5dig,0,1,0,2,0,0,0
